origen,destino,dia_semana,hora_dia,clima,es_hora_pico,es_fin_semana,demanda_origen,demanda_destino,tiempo_base,tiempo_viaje
Calle 142,Mazuren,2,12,Lluvia fuerte,0,0,0,0,4,5.74
Calle 142,Mazuren,2,13,Normal,0,0,0,0,4,3.72
Calle 142,Mazuren,2,13,Lluvia,0,0,0,0,4,5.18
Calle 142,Mazuren,2,13,Lluvia fuerte,0,0,0,0,4,6.19
Calle 142,Mazuren,2,14,Normal,0,0,0,0,4,3.67
Calle 142,Mazuren,2,14,Lluvia,0,0,0,0,4,4.69
Calle 142,Mazuren,2,14,Lluvia fuerte,0,0,0,0,4,6.55
Calle 142,Mazuren,2,15,Normal,0,0,0,0,4,4.09
Calle 142,Mazuren,2,15,Lluvia,0,0,0,0,4,4.92
Calle 142,Mazuren,2,15,Lluvia fuerte,0,0,0,0,4,5.67
Calle 142,Mazuren,2,16,Normal,1,0,0,0,4,5.02
Calle 142,Mazuren,2,16,Lluvia,1,0,0,0,4,7.76
Calle 142,Mazuren,2,16,Lluvia fuerte,1,0,0,0,4,8.26
Calle 142,Mazuren,2,17,Normal,1,0,0,0,4,4.98
Calle 142,Mazuren,2,17,Lluvia,1,0,0,0,4,7.17
Calle 142,Mazuren,2,17,Lluvia fuerte,1,0,0,0,4,8.5
Calle 142,Mazuren,2,18,Normal,1,0,0,0,4,5.79
Calle 142,Mazuren,2,18,Lluvia,1,0,0,0,4,7.0
Calle 142,Mazuren,2,18,Lluvia fuerte,1,0,0,0,4,8.33
Calle 142,Mazuren,2,19,Normal,1,0,0,0,4,6.44
Calle 142,Mazuren,2,19,Lluvia,1,0,0,0,4,6.62
Calle 142,Mazuren,2,19,Lluvia fuerte,1,0,0,0,4,8.26
Calle 142,Mazuren,2,20,Normal,0,0,0,0,4,3.85
Calle 142,Mazuren,2,20,Lluvia,0,0,0,0,4,5.16
Calle 142,Mazuren,2,20,Lluvia fuerte,0,0,0,0,4,6.27
Calle 142,Mazuren,2,21,Normal,0,0,0,0,4,4.21
Calle 142,Mazuren,2,21,Lluvia,0,0,0,0,4,5.16
Calle 142,Mazuren,2,21,Lluvia fuerte,0,0,0,0,4,5.9
Calle 142,Mazuren,2,22,Normal,0,0,0,0,4,3.93
Calle 142,Mazuren,2,22,Lluvia,0,0,0,0,4,4.75
Calle 142,Mazuren,2,22,Lluvia fuerte,0,0,0,0,4,6.52
Calle 142,Mazuren,3,5,Normal,0,0,0,0,4,4.32
Calle 142,Mazuren,3,5,Lluvia,0,0,0,0,4,5.22
Calle 142,Mazuren,3,5,Lluvia fuerte,0,0,0,0,4,5.73
Calle 142,Mazuren,3,6,Normal,1,0,0,0,4,5.37
Calle 142,Mazuren,3,6,Lluvia,1,0,0,0,4,6.75
Calle 142,Mazuren,3,6,Lluvia fuerte,1,0,0,0,4,8.14
Calle 142,Mazuren,3,7,Normal,1,0,0,0,4,5.35
Calle 142,Mazuren,3,7,Lluvia,1,0,0,0,4,6.71
Calle 142,Mazuren,3,7,Lluvia fuerte,1,0,0,0,4,8.54
Calle 142,Mazuren,3,8,Normal,1,0,0,0,4,5.58
Calle 142,Mazuren,3,8,Lluvia,1,0,0,0,4,7.11
Calle 142,Mazuren,3,8,Lluvia fuerte,1,0,0,0,4,8.83
Calle 142,Mazuren,3,9,Normal,1,0,0,0,4,5.19
Calle 142,Mazuren,3,9,Lluvia,1,0,0,0,4,5.82
Calle 142,Mazuren,3,9,Lluvia fuerte,1,0,0,0,4,7.87
Calle 142,Mazuren,3,10,Normal,0,0,0,0,4,3.82
Calle 142,Mazuren,3,10,Lluvia,0,0,0,0,4,4.72
Calle 142,Mazuren,3,10,Lluvia fuerte,0,0,0,0,4,6.29
Calle 142,Mazuren,3,11,Normal,0,0,0,0,4,4.39
Calle 142,Mazuren,3,11,Lluvia,0,0,0,0,4,5.05
Calle 142,Mazuren,3,11,Lluvia fuerte,0,0,0,0,4,5.48
Calle 142,Mazuren,3,12,Normal,0,0,0,0,4,4.34
Calle 142,Mazuren,3,12,Lluvia,0,0,0,0,4,5.27
Calle 142,Mazuren,3,12,Lluvia fuerte,0,0,0,0,4,6.44
Calle 142,Mazuren,3,13,Normal,0,0,0,0,4,3.99
Calle 142,Mazuren,3,13,Lluvia,0,0,0,0,4,4.63
Calle 142,Mazuren,3,13,Lluvia fuerte,0,0,0,0,4,5.95
Calle 142,Mazuren,3,14,Normal,0,0,0,0,4,3.8
Calle 142,Mazuren,3,14,Lluvia,0,0,0,0,4,4.71
Calle 142,Mazuren,3,14,Lluvia fuerte,0,0,0,0,4,5.45
Calle 142,Mazuren,3,15,Normal,0,0,0,0,4,4.19
Calle 142,Mazuren,3,15,Lluvia,0,0,0,0,4,4.69
Calle 142,Mazuren,3,15,Lluvia fuerte,0,0,0,0,4,5.78
Calle 142,Mazuren,3,16,Normal,1,0,0,0,4,5.97
Calle 142,Mazuren,3,16,Lluvia,1,0,0,0,4,6.84
Calle 142,Mazuren,3,16,Lluvia fuerte,1,0,0,0,4,9.36
Calle 142,Mazuren,3,17,Normal,1,0,0,0,4,5.56
Calle 142,Mazuren,3,17,Lluvia,1,0,0,0,4,6.39
Calle 142,Mazuren,3,17,Lluvia fuerte,1,0,0,0,4,9.03
Calle 142,Mazuren,3,18,Normal,1,0,0,0,4,5.78
Calle 142,Mazuren,3,18,Lluvia,1,0,0,0,4,6.8
Calle 142,Mazuren,3,18,Lluvia fuerte,1,0,0,0,4,7.79
Calle 142,Mazuren,3,19,Normal,1,0,0,0,4,5.32
Calle 142,Mazuren,3,19,Lluvia,1,0,0,0,4,6.96
Calle 142,Mazuren,3,19,Lluvia fuerte,1,0,0,0,4,8.22
Calle 142,Mazuren,3,20,Normal,0,0,0,0,4,4.09
Calle 142,Mazuren,3,20,Lluvia,0,0,0,0,4,4.37
Calle 142,Mazuren,3,20,Lluvia fuerte,0,0,0,0,4,6.02
Calle 142,Mazuren,3,21,Normal,0,0,0,0,4,3.71
Calle 142,Mazuren,3,21,Lluvia,0,0,0,0,4,5.12
Calle 142,Mazuren,3,21,Lluvia fuerte,0,0,0,0,4,5.94
Calle 142,Mazuren,3,22,Normal,0,0,0,0,4,4.18
Calle 142,Mazuren,3,22,Lluvia,0,0,0,0,4,4.43
Calle 142,Mazuren,3,22,Lluvia fuerte,0,0,0,0,4,6.33
Calle 142,Mazuren,4,5,Normal,0,0,0,0,4,4.35
Calle 142,Mazuren,4,5,Lluvia,0,0,0,0,4,4.99
Calle 142,Mazuren,4,5,Lluvia fuerte,0,0,0,0,4,5.56
Calle 142,Mazuren,4,6,Normal,1,0,0,0,4,5.48
Calle 142,Mazuren,4,6,Lluvia,1,0,0,0,4,6.53
Calle 142,Mazuren,4,6,Lluvia fuerte,1,0,0,0,4,8.14
Calle 142,Mazuren,4,7,Normal,1,0,0,0,4,5.29
Calle 142,Mazuren,4,7,Lluvia,1,0,0,0,4,7.47
Calle 142,Mazuren,4,7,Lluvia fuerte,1,0,0,0,4,9.14
Calle 142,Mazuren,4,8,Normal,1,0,0,0,4,4.89
Calle 142,Mazuren,4,8,Lluvia,1,0,0,0,4,6.49
Calle 142,Mazuren,4,8,Lluvia fuerte,1,0,0,0,4,8.23
Calle 142,Mazuren,4,9,Normal,1,0,0,0,4,5.85
Calle 142,Mazuren,4,9,Lluvia,1,0,0,0,4,6.98
Calle 142,Mazuren,4,9,Lluvia fuerte,1,0,0,0,4,8.7
Calle 142,Mazuren,4,10,Normal,0,0,0,0,4,4.33
Calle 142,Mazuren,4,10,Lluvia,0,0,0,0,4,4.86
Calle 142,Mazuren,4,10,Lluvia fuerte,0,0,0,0,4,6.19
Calle 142,Mazuren,4,11,Normal,0,0,0,0,4,3.72
Calle 142,Mazuren,4,11,Lluvia,0,0,0,0,4,5.15
Calle 142,Mazuren,4,11,Lluvia fuerte,0,0,0,0,4,5.61
Calle 142,Mazuren,4,12,Normal,0,0,0,0,4,4.17
Calle 142,Mazuren,4,12,Lluvia,0,0,0,0,4,4.72
Calle 142,Mazuren,4,12,Lluvia fuerte,0,0,0,0,4,5.77
Calle 142,Mazuren,4,13,Normal,0,0,0,0,4,4.21
Calle 142,Mazuren,4,13,Lluvia,0,0,0,0,4,4.75
Calle 142,Mazuren,4,13,Lluvia fuerte,0,0,0,0,4,6.15
Calle 142,Mazuren,4,14,Normal,0,0,0,0,4,3.69
Calle 142,Mazuren,4,14,Lluvia,0,0,0,0,4,4.45
Calle 142,Mazuren,4,14,Lluvia fuerte,0,0,0,0,4,5.64
Calle 142,Mazuren,4,15,Normal,0,0,0,0,4,4.1
Calle 142,Mazuren,4,15,Lluvia,0,0,0,0,4,4.56
Calle 142,Mazuren,4,15,Lluvia fuerte,0,0,0,0,4,5.95
Calle 142,Mazuren,4,16,Normal,1,0,0,0,4,5.94
Calle 142,Mazuren,4,16,Lluvia,1,0,0,0,4,6.72
Calle 142,Mazuren,4,16,Lluvia fuerte,1,0,0,0,4,8.23
Calle 142,Mazuren,4,17,Normal,1,0,0,0,4,5.48
Calle 142,Mazuren,4,17,Lluvia,1,0,0,0,4,6.44
Calle 142,Mazuren,4,17,Lluvia fuerte,1,0,0,0,4,8.17
Calle 142,Mazuren,4,18,Normal,1,0,0,0,4,5.76
Calle 142,Mazuren,4,18,Lluvia,1,0,0,0,4,6.4
Calle 142,Mazuren,4,18,Lluvia fuerte,1,0,0,0,4,8.22
Calle 142,Mazuren,4,19,Normal,1,0,0,0,4,5.6
Calle 142,Mazuren,4,19,Lluvia,1,0,0,0,4,7.35
Calle 142,Mazuren,4,19,Lluvia fuerte,1,0,0,0,4,8.84
Calle 142,Mazuren,4,20,Normal,0,0,0,0,4,3.64
Calle 142,Mazuren,4,20,Lluvia,0,0,0,0,4,4.72
Calle 142,Mazuren,4,20,Lluvia fuerte,0,0,0,0,4,5.61
Calle 142,Mazuren,4,21,Normal,0,0,0,0,4,4.14
Calle 142,Mazuren,4,21,Lluvia,0,0,0,0,4,4.91
Calle 142,Mazuren,4,21,Lluvia fuerte,0,0,0,0,4,6.23
Calle 142,Mazuren,4,22,Normal,0,0,0,0,4,4.08
Calle 142,Mazuren,4,22,Lluvia,0,0,0,0,4,5.08
Calle 142,Mazuren,4,22,Lluvia fuerte,0,0,0,0,4,5.61
Calle 142,Mazuren,5,5,Normal,0,1,0,0,4,3.44
Calle 142,Mazuren,5,5,Lluvia,0,1,0,0,4,3.94
Calle 142,Mazuren,5,5,Lluvia fuerte,0,1,0,0,4,4.85
Calle 142,Mazuren,5,6,Normal,1,1,0,0,4,4.38
Calle 142,Mazuren,5,6,Lluvia,1,1,0,0,4,5.2
Calle 142,Mazuren,5,6,Lluvia fuerte,1,1,0,0,4,7.18
Calle 142,Mazuren,5,7,Normal,1,1,0,0,4,5.0
Calle 142,Mazuren,5,7,Lluvia,1,1,0,0,4,5.68
Calle 142,Mazuren,5,7,Lluvia fuerte,1,1,0,0,4,7.91
Calle 142,Mazuren,5,8,Normal,1,1,0,0,4,5.12
Calle 142,Mazuren,5,8,Lluvia,1,1,0,0,4,5.7
Calle 142,Mazuren,5,8,Lluvia fuerte,1,1,0,0,4,6.96
Calle 142,Mazuren,5,9,Normal,1,1,0,0,4,4.94
Calle 142,Mazuren,5,9,Lluvia,1,1,0,0,4,5.61
Calle 142,Mazuren,5,9,Lluvia fuerte,1,1,0,0,4,6.99
Calle 142,Mazuren,5,10,Normal,0,1,0,0,4,3.29
Calle 142,Mazuren,5,10,Lluvia,0,1,0,0,4,4.17
Calle 142,Mazuren,5,10,Lluvia fuerte,0,1,0,0,4,5.81
Calle 142,Mazuren,5,11,Normal,0,1,0,0,4,3.25
Calle 142,Mazuren,5,11,Lluvia,0,1,0,0,4,4.22
Calle 142,Mazuren,5,11,Lluvia fuerte,0,1,0,0,4,4.52
Calle 142,Mazuren,5,12,Normal,0,1,0,0,4,3.5
Calle 142,Mazuren,5,12,Lluvia,0,1,0,0,4,3.99
Calle 142,Mazuren,5,12,Lluvia fuerte,0,1,0,0,4,4.5
Calle 142,Mazuren,5,13,Normal,0,1,0,0,4,3.36
Calle 142,Mazuren,5,13,Lluvia,0,1,0,0,4,4.28
Calle 142,Mazuren,5,13,Lluvia fuerte,0,1,0,0,4,4.5
Calle 142,Mazuren,5,14,Normal,0,1,0,0,4,3.22
Calle 142,Mazuren,5,14,Lluvia,0,1,0,0,4,4.51
Calle 142,Mazuren,5,14,Lluvia fuerte,0,1,0,0,4,5.43
Calle 142,Mazuren,5,15,Normal,0,1,0,0,4,3.48
Calle 142,Mazuren,5,15,Lluvia,0,1,0,0,4,4.3
Calle 142,Mazuren,5,15,Lluvia fuerte,0,1,0,0,4,5.29
Calle 142,Mazuren,5,16,Normal,1,1,0,0,4,5.16
Calle 142,Mazuren,5,16,Lluvia,1,1,0,0,4,5.48
Calle 142,Mazuren,5,16,Lluvia fuerte,1,1,0,0,4,7.19
Calle 142,Mazuren,5,17,Normal,1,1,0,0,4,5.04
Calle 142,Mazuren,5,17,Lluvia,1,1,0,0,4,5.38
Calle 142,Mazuren,5,17,Lluvia fuerte,1,1,0,0,4,8.28
Calle 142,Mazuren,5,18,Normal,1,1,0,0,4,4.84
Calle 142,Mazuren,5,18,Lluvia,1,1,0,0,4,6.44
Calle 142,Mazuren,5,18,Lluvia fuerte,1,1,0,0,4,6.45
Calle 142,Mazuren,5,19,Normal,1,1,0,0,4,4.57
Calle 142,Mazuren,5,19,Lluvia,1,1,0,0,4,5.64
Calle 142,Mazuren,5,19,Lluvia fuerte,1,1,0,0,4,7.36
Calle 142,Mazuren,5,20,Normal,0,1,0,0,4,3.53
Calle 142,Mazuren,5,20,Lluvia,0,1,0,0,4,3.84
Calle 142,Mazuren,5,20,Lluvia fuerte,0,1,0,0,4,4.78
Calle 142,Mazuren,5,21,Normal,0,1,0,0,4,3.74
Calle 142,Mazuren,5,21,Lluvia,0,1,0,0,4,4.32
Calle 142,Mazuren,5,21,Lluvia fuerte,0,1,0,0,4,5.25
Calle 142,Mazuren,5,22,Normal,0,1,0,0,4,3.84
Calle 142,Mazuren,5,22,Lluvia,0,1,0,0,4,3.86
Calle 142,Mazuren,5,22,Lluvia fuerte,0,1,0,0,4,5.19
Calle 142,Mazuren,6,5,Normal,0,1,0,0,4,3.5
Calle 142,Mazuren,6,5,Lluvia,0,1,0,0,4,4.17
Calle 142,Mazuren,6,5,Lluvia fuerte,0,1,0,0,4,5.31
Calle 142,Mazuren,6,6,Normal,1,1,0,0,4,4.06
Calle 142,Mazuren,6,6,Lluvia,1,1,0,0,4,5.62
Calle 142,Mazuren,6,6,Lluvia fuerte,1,1,0,0,4,7.61
Calle 142,Mazuren,6,7,Normal,1,1,0,0,4,4.27
Calle 142,Mazuren,6,7,Lluvia,1,1,0,0,4,5.1
Calle 142,Mazuren,6,7,Lluvia fuerte,1,1,0,0,4,5.96
Calle 142,Mazuren,6,8,Normal,1,1,0,0,4,4.57
Calle 142,Mazuren,6,8,Lluvia,1,1,0,0,4,5.08
Calle 142,Mazuren,6,8,Lluvia fuerte,1,1,0,0,4,6.8
Calle 142,Mazuren,6,9,Normal,1,1,0,0,4,4.38
Calle 142,Mazuren,6,9,Lluvia,1,1,0,0,4,5.39
Calle 142,Mazuren,6,9,Lluvia fuerte,1,1,0,0,4,6.36
Calle 142,Mazuren,6,10,Normal,0,1,0,0,4,3.15
Calle 142,Mazuren,6,10,Lluvia,0,1,0,0,4,4.2
Calle 142,Mazuren,6,10,Lluvia fuerte,0,1,0,0,4,5.51
Calle 142,Mazuren,6,11,Normal,0,1,0,0,4,3.32
Calle 142,Mazuren,6,11,Lluvia,0,1,0,0,4,4.41
Calle 142,Mazuren,6,11,Lluvia fuerte,0,1,0,0,4,5.24
Calle 142,Mazuren,6,12,Normal,0,1,0,0,4,3.77
Calle 142,Mazuren,6,12,Lluvia,0,1,0,0,4,3.76
Calle 142,Mazuren,6,12,Lluvia fuerte,0,1,0,0,4,5.73
Calle 142,Mazuren,6,13,Normal,0,1,0,0,4,3.36
Calle 142,Mazuren,6,13,Lluvia,0,1,0,0,4,4.34
Calle 142,Mazuren,6,13,Lluvia fuerte,0,1,0,0,4,4.81
Calle 142,Mazuren,6,14,Normal,0,1,0,0,4,3.53
Calle 142,Mazuren,6,14,Lluvia,0,1,0,0,4,4.48
Calle 142,Mazuren,6,14,Lluvia fuerte,0,1,0,0,4,5.24
Calle 142,Mazuren,6,15,Normal,0,1,0,0,4,3.67
Calle 142,Mazuren,6,15,Lluvia,0,1,0,0,4,4.22
Calle 142,Mazuren,6,15,Lluvia fuerte,0,1,0,0,4,4.79
Calle 142,Mazuren,6,16,Normal,1,1,0,0,4,4.33
Calle 142,Mazuren,6,16,Lluvia,1,1,0,0,4,5.56
Calle 142,Mazuren,6,16,Lluvia fuerte,1,1,0,0,4,7.4
Calle 142,Mazuren,6,17,Normal,1,1,0,0,4,5.0
Calle 142,Mazuren,6,17,Lluvia,1,1,0,0,4,5.57
Calle 142,Mazuren,6,17,Lluvia fuerte,1,1,0,0,4,8.0
Calle 142,Mazuren,6,18,Normal,1,1,0,0,4,4.88
Calle 142,Mazuren,6,18,Lluvia,1,1,0,0,4,5.9
Calle 142,Mazuren,6,18,Lluvia fuerte,1,1,0,0,4,7.08
Calle 142,Mazuren,6,19,Normal,1,1,0,0,4,5.03
Calle 142,Mazuren,6,19,Lluvia,1,1,0,0,4,5.87
Calle 142,Mazuren,6,19,Lluvia fuerte,1,1,0,0,4,7.61
Calle 142,Mazuren,6,20,Normal,0,1,0,0,4,3.57
Calle 142,Mazuren,6,20,Lluvia,0,1,0,0,4,3.57
Calle 142,Mazuren,6,20,Lluvia fuerte,0,1,0,0,4,5.58
Calle 142,Mazuren,6,21,Normal,0,1,0,0,4,3.35
Calle 142,Mazuren,6,21,Lluvia,0,1,0,0,4,3.82
Calle 142,Mazuren,6,21,Lluvia fuerte,0,1,0,0,4,5.7
Calle 142,Mazuren,6,22,Normal,0,1,0,0,4,3.66
Calle 142,Mazuren,6,22,Lluvia,0,1,0,0,4,3.57
Calle 142,Mazuren,6,22,Lluvia fuerte,0,1,0,0,4,4.92
Calle 142,Alcala,0,5,Normal,0,0,0,0,3,2.93
Calle 142,Alcala,0,5,Lluvia,0,0,0,0,3,3.66
Calle 142,Alcala,0,5,Lluvia fuerte,0,0,0,0,3,4.23
Calle 142,Alcala,0,6,Normal,1,0,0,0,3,4.15
Calle 142,Alcala,0,6,Lluvia,1,0,0,0,3,5.51
Calle 142,Alcala,0,6,Lluvia fuerte,1,0,0,0,3,6.67
Calle 142,Alcala,0,7,Normal,1,0,0,0,3,4.56
Calle 142,Alcala,0,7,Lluvia,1,0,0,0,3,4.52
Calle 142,Alcala,0,7,Lluvia fuerte,1,0,0,0,3,6.43
Calle 142,Alcala,0,8,Normal,1,0,0,0,3,3.83
Calle 142,Alcala,0,8,Lluvia,1,0,0,0,3,4.76
Calle 142,Alcala,0,8,Lluvia fuerte,1,0,0,0,3,5.78
Calle 142,Alcala,0,9,Normal,1,0,0,0,3,4.6
Calle 142,Alcala,0,9,Lluvia,1,0,0,0,3,5.3
Calle 142,Alcala,0,9,Lluvia fuerte,1,0,0,0,3,6.28
Calle 142,Alcala,0,10,Normal,0,0,0,0,3,3.12
Calle 142,Alcala,0,10,Lluvia,0,0,0,0,3,3.52
Calle 142,Alcala,0,10,Lluvia fuerte,0,0,0,0,3,4.34
Calle 142,Alcala,0,11,Normal,0,0,0,0,3,2.93
Calle 142,Alcala,0,11,Lluvia,0,0,0,0,3,3.51
Calle 142,Alcala,0,11,Lluvia fuerte,0,0,0,0,3,4.54
Calle 142,Alcala,0,12,Normal,0,0,0,0,3,3.1
Calle 142,Alcala,0,12,Lluvia,0,0,0,0,3,3.58
Calle 142,Alcala,0,12,Lluvia fuerte,0,0,0,0,3,4.22
Calle 142,Alcala,0,13,Normal,0,0,0,0,3,2.93
Calle 142,Alcala,0,13,Lluvia,0,0,0,0,3,3.91
Calle 142,Alcala,0,13,Lluvia fuerte,0,0,0,0,3,4.81
Calle 142,Alcala,0,14,Normal,0,0,0,0,3,2.79
Calle 142,Alcala,0,14,Lluvia,0,0,0,0,3,3.96
Calle 142,Alcala,0,14,Lluvia fuerte,0,0,0,0,3,4.65
Calle 142,Alcala,0,15,Normal,0,0,0,0,3,2.78
Calle 142,Alcala,0,15,Lluvia,0,0,0,0,3,3.29
Calle 142,Alcala,0,15,Lluvia fuerte,0,0,0,0,3,4.06
Calle 142,Alcala,0,16,Normal,1,0,0,0,3,4.32
Calle 142,Alcala,0,16,Lluvia,1,0,0,0,3,5.48
Calle 142,Alcala,0,16,Lluvia fuerte,1,0,0,0,3,6.09
Calle 142,Alcala,0,17,Normal,1,0,0,0,3,4.11
Calle 142,Alcala,0,17,Lluvia,1,0,0,0,3,5.36
Calle 142,Alcala,0,17,Lluvia fuerte,1,0,0,0,3,5.83
Calle 142,Alcala,0,18,Normal,1,0,0,0,3,4.25
Calle 142,Alcala,0,18,Lluvia,1,0,0,0,3,4.86
Calle 142,Alcala,0,18,Lluvia fuerte,1,0,0,0,3,6.14
Calle 142,Alcala,0,19,Normal,1,0,0,0,3,4.54
Calle 142,Alcala,0,19,Lluvia,1,0,0,0,3,4.85
Calle 142,Alcala,0,19,Lluvia fuerte,1,0,0,0,3,6.28
Calle 142,Alcala,0,20,Normal,0,0,0,0,3,2.92
Calle 142,Alcala,0,20,Lluvia,0,0,0,0,3,3.94
Calle 142,Alcala,0,20,Lluvia fuerte,0,0,0,0,3,4.56
Calle 142,Alcala,0,21,Normal,0,0,0,0,3,3.12
Calle 142,Alcala,0,21,Lluvia,0,0,0,0,3,3.32
Calle 142,Alcala,0,21,Lluvia fuerte,0,0,0,0,3,4.48
Calle 142,Alcala,0,22,Normal,0,0,0,0,3,3.11
Calle 142,Alcala,0,22,Lluvia,0,0,0,0,3,3.34
Calle 142,Alcala,0,22,Lluvia fuerte,0,0,0,0,3,4.71
Calle 142,Alcala,1,5,Normal,0,0,0,0,3,3.29
Calle 142,Alcala,1,5,Lluvia,0,0,0,0,3,3.95
Calle 142,Alcala,1,5,Lluvia fuerte,0,0,0,0,3,4.75
Calle 142,Alcala,1,6,Normal,1,0,0,0,3,3.83
Calle 142,Alcala,1,6,Lluvia,1,0,0,0,3,4.88
Calle 142,Alcala,1,6,Lluvia fuerte,1,0,0,0,3,6.58
Calle 142,Alcala,1,7,Normal,1,0,0,0,3,4.1
Calle 142,Alcala,1,7,Lluvia,1,0,0,0,3,5.44
Calle 142,Alcala,1,7,Lluvia fuerte,1,0,0,0,3,5.58
Calle 142,Alcala,1,8,Normal,1,0,0,0,3,4.33
Calle 142,Alcala,1,8,Lluvia,1,0,0,0,3,5.03
Calle 142,Alcala,1,8,Lluvia fuerte,1,0,0,0,3,6.57
Calle 142,Alcala,1,9,Normal,1,0,0,0,3,4.54
Calle 142,Alcala,1,9,Lluvia,1,0,0,0,3,5.03
Calle 142,Alcala,1,9,Lluvia fuerte,1,0,0,0,3,6.38
Calle 142,Alcala,1,10,Normal,0,0,0,0,3,3.15
Calle 142,Alcala,1,10,Lluvia,0,0,0,0,3,3.76
Calle 142,Alcala,1,10,Lluvia fuerte,0,0,0,0,3,4.56
Calle 142,Alcala,1,11,Normal,0,0,0,0,3,2.74
Calle 142,Alcala,1,11,Lluvia,0,0,0,0,3,3.58
Calle 142,Alcala,1,11,Lluvia fuerte,0,0,0,0,3,4.2
Calle 142,Alcala,1,12,Normal,0,0,0,0,3,2.73
Calle 142,Alcala,1,12,Lluvia,0,0,0,0,3,3.95
Calle 142,Alcala,1,12,Lluvia fuerte,0,0,0,0,3,4.78
Calle 142,Alcala,1,13,Normal,0,0,0,0,3,3.07
Calle 142,Alcala,1,13,Lluvia,0,0,0,0,3,3.45
Calle 142,Alcala,1,13,Lluvia fuerte,0,0,0,0,3,4.12
Calle 142,Alcala,1,14,Normal,0,0,0,0,3,3.0
Calle 142,Alcala,1,14,Lluvia,0,0,0,0,3,3.85
Calle 142,Alcala,1,14,Lluvia fuerte,0,0,0,0,3,4.3
Calle 142,Alcala,1,15,Normal,0,0,0,0,3,2.78
Calle 142,Alcala,1,15,Lluvia,0,0,0,0,3,3.44
Calle 142,Alcala,1,15,Lluvia fuerte,0,0,0,0,3,4.82
Calle 142,Alcala,1,16,Normal,1,0,0,0,3,3.6
Calle 142,Alcala,1,16,Lluvia,1,0,0,0,3,4.89
Calle 142,Alcala,1,16,Lluvia fuerte,1,0,0,0,3,5.92
Calle 142,Alcala,1,17,Normal,1,0,0,0,3,4.18
Calle 142,Alcala,1,17,Lluvia,1,0,0,0,3,5.17
Calle 142,Alcala,1,17,Lluvia fuerte,1,0,0,0,3,7.05
Calle 142,Alcala,1,18,Normal,1,0,0,0,3,3.76
Calle 142,Alcala,1,18,Lluvia,1,0,0,0,3,5.2
Calle 142,Alcala,1,18,Lluvia fuerte,1,0,0,0,3,5.98
Calle 142,Alcala,1,19,Normal,1,0,0,0,3,4.74
Calle 142,Alcala,1,19,Lluvia,1,0,0,0,3,4.79
Calle 142,Alcala,1,19,Lluvia fuerte,1,0,0,0,3,6.05
Calle 142,Alcala,1,20,Normal,0,0,0,0,3,3.14
Calle 142,Alcala,1,20,Lluvia,0,0,0,0,3,3.49
Calle 142,Alcala,1,20,Lluvia fuerte,0,0,0,0,3,4.63
Calle 142,Alcala,1,21,Normal,0,0,0,0,3,3.15
Calle 142,Alcala,1,21,Lluvia,0,0,0,0,3,3.32
Calle 142,Alcala,1,21,Lluvia fuerte,0,0,0,0,3,4.2
Calle 142,Alcala,1,22,Normal,0,0,0,0,3,2.94
Calle 142,Alcala,1,22,Lluvia,0,0,0,0,3,3.46
Calle 142,Alcala,1,22,Lluvia fuerte,0,0,0,0,3,4.72
Calle 142,Alcala,2,5,Normal,0,0,0,0,3,3.15
Calle 142,Alcala,2,5,Lluvia,0,0,0,0,3,3.62
Calle 142,Alcala,2,5,Lluvia fuerte,0,0,0,0,3,4.39
Calle 142,Alcala,2,6,Normal,1,0,0,0,3,4.3
Calle 142,Alcala,2,6,Lluvia,1,0,0,0,3,5.14
Calle 142,Alcala,2,6,Lluvia fuerte,1,0,0,0,3,6.36
Calle 142,Alcala,2,7,Normal,1,0,0,0,3,4.32
Calle 142,Alcala,2,7,Lluvia,1,0,0,0,3,5.57
Calle 142,Alcala,2,7,Lluvia fuerte,1,0,0,0,3,6.38
Calle 142,Alcala,2,8,Normal,1,0,0,0,3,4.67
Calle 142,Alcala,2,8,Lluvia,1,0,0,0,3,5.41
Calle 142,Alcala,2,8,Lluvia fuerte,1,0,0,0,3,6.4
Calle 142,Alcala,2,9,Normal,1,0,0,0,3,3.73
Calle 142,Alcala,2,9,Lluvia,1,0,0,0,3,5.04
Calle 142,Alcala,2,9,Lluvia fuerte,1,0,0,0,3,6.87
Calle 142,Alcala,2,10,Normal,0,0,0,0,3,3.14
Calle 142,Alcala,2,10,Lluvia,0,0,0,0,3,3.66
Calle 142,Alcala,2,10,Lluvia fuerte,0,0,0,0,3,4.23
Calle 142,Alcala,2,11,Normal,0,0,0,0,3,2.9
Calle 142,Alcala,2,11,Lluvia,0,0,0,0,3,3.74
Calle 142,Alcala,2,11,Lluvia fuerte,0,0,0,0,3,4.21
Calle 142,Alcala,2,12,Normal,0,0,0,0,3,3.03
Calle 142,Alcala,2,12,Lluvia,0,0,0,0,3,3.72
Calle 142,Alcala,2,12,Lluvia fuerte,0,0,0,0,3,4.8
Calle 142,Alcala,2,13,Normal,0,0,0,0,3,2.71
Calle 142,Alcala,2,13,Lluvia,0,0,0,0,3,3.31
Calle 142,Alcala,2,13,Lluvia fuerte,0,0,0,0,3,4.14
Calle 142,Alcala,2,14,Normal,0,0,0,0,3,2.97
