estacion,dia_semana,hora_dia,es_hora_pico,es_fin_semana,categoria_demanda,tiene_evento_especial,nivel_congestion
Calle 142,6,6,1,1,0,0,0.203
Calle 142,6,7,1,1,0,0,0.318
Calle 142,6,8,1,1,0,0,0.318
Calle 142,6,9,1,1,0,0,0.339
Calle 142,6,10,0,1,0,0,0.002
Calle 142,6,11,0,1,0,0,0.0
Calle 142,6,12,0,1,0,0,0.038
Calle 142,6,13,0,1,0,1,0.16
Calle 142,6,14,0,1,0,0,0.0
Calle 142,6,15,0,1,0,0,0.02
Calle 142,6,16,1,1,0,1,0.428
Calle 142,6,17,1,1,0,0,0.303
Calle 142,6,18,1,1,0,0,0.398
Calle 142,6,19,1,1,0,0,0.329
Calle 142,6,20,0,1,0,0,0.0
Calle 142,6,21,0,1,0,0,0.0
Calle 142,6,22,0,1,0,0,0.034
Alcala,0,5,0,0,0,0,0.336
Alcala,0,6,1,0,0,0,0.499
Alcala,0,7,1,0,0,0,0.592
Alcala,0,8,1,0,0,0,0.628
Alcala,0,9,1,0,0,0,0.644
Alcala,0,10,0,0,0,0,0.258
Alcala,0,11,0,0,0,0,0.255
Alcala,0,12,0,0,0,0,0.301
Alcala,0,13,0,0,0,0,0.274
Alcala,0,14,0,0,0,0,0.348
Alcala,0,15,0,0,0,0,0.299
Alcala,0,16,1,0,0,0,0.488
Alcala,0,17,1,0,0,0,0.626
Alcala,0,18,1,0,0,0,0.612
Alcala,0,19,1,0,0,0,0.603
Alcala,0,20,0,0,0,0,0.335
Alcala,0,21,0,0,0,0,0.296
Alcala,0,22,0,0,0,0,0.321
Alcala,1,5,0,0,0,0,0.273
Alcala,1,6,1,0,0,0,0.546
Alcala,1,7,1,0,0,0,0.619
Alcala,1,8,1,0,0,0,0.551
Alcala,1,9,1,0,0,0,0.619
Alcala,1,10,0,0,0,0,0.257
Alcala,1,11,0,0,0,0,0.295
Alcala,1,12,0,0,0,0,0.281
Alcala,1,13,0,0,0,0,0.337
Alcala,1,14,0,0,0,0,0.281
Alcala,1,15,0,0,0,0,0.259
Alcala,1,16,1,0,0,0,0.482
Alcala,1,17,1,0,0,0,0.602
Alcala,1,18,1,0,0,0,0.686
Alcala,1,19,1,0,0,0,0.634
Alcala,1,20,0,0,0,0,0.267
Alcala,1,21,0,0,0,0,0.305
Alcala,1,22,0,0,0,0,0.251
Alcala,2,5,0,0,0,0,0.26
Alcala,2,6,1,0,0,1,0.747
Alcala,2,7,1,0,0,0,0.596
Alcala,2,8,1,0,0,0,0.568
Alcala,2,9,1,0,0,0,0.573
Alcala,2,10,0,0,0,0,0.267
Alcala,2,11,0,0,0,0,0.315
Alcala,2,12,0,0,0,0,0.316
Alcala,2,13,0,0,0,0,0.268
Alcala,2,14,0,0,0,0,0.315
Alcala,2,15,0,0,0,0,0.335
Alcala,2,16,1,0,0,0,0.481
Alcala,2,17,1,0,0,0,0.692
Alcala,2,18,1,0,0,0,0.662
Alcala,2,19,1,0,0,0,0.67
Alcala,2,20,0,0,0,0,0.254
Alcala,2,21,0,0,0,0,0.264
Alcala,2,22,0,0,0,0,0.254
Alcala,3,5,0,0,0,0,0.286
Alcala,3,6,1,0,0,0,0.507
Alcala,3,7,1,0,0,0,0.593
Alcala,3,8,1,0,0,0,0.57
Alcala,3,9,1,0,0,0,0.639
Alcala,3,10,0,0,0,0,0.346
Alcala,3,11,0,0,0,0,0.261
Alcala,3,12,0,0,0,0,0.269
Alcala,3,13,0,0,0,0,0.347
Alcala,3,14,0,0,0,1,0.534
Alcala,3,15,0,0,0,0,0.288
Alcala,3,16,1,0,0,0,0.474
Alcala,3,17,1,0,0,0,0.636
Alcala,3,18,1,0,0,0,0.673
Alcala,3,19,1,0,0,0,0.621
Alcala,3,20,0,0,0,0,0.253
Alcala,3,21,0,0,0,0,0.27
Alcala,3,22,0,0,0,0,0.343
Alcala,4,5,0,0,0,0,0.333
Alcala,4,6,1,0,0,0,0.548
Alcala,4,7,1,0,0,0,0.559
Alcala,4,8,1,0,0,0,0.584
Alcala,4,9,1,0,0,0,0.592
Alcala,4,10,0,0,0,0,0.274
Alcala,4,11,0,0,0,1,0.53
Alcala,4,12,0,0,0,0,0.348
Alcala,4,13,0,0,0,0,0.286
Alcala,4,14,0,0,0,0,0.272
Alcala,4,15,0,0,0,0,0.282
Alcala,4,16,1,0,0,0,0.52
Alcala,4,17,1,0,0,1,0.855
Alcala,4,18,1,0,0,0,0.614
Alcala,4,19,1,0,0,0,0.636
Alcala,4,20,0,0,0,0,0.281
Alcala,4,21,0,0,0,0,0.315
Alcala,4,22,0,0,0,0,0.286
Alcala,5,5,0,1,0,0,0.028
Alcala,5,6,1,1,0,0,0.176
Alcala,5,7,1,1,0,0,0.349
Alcala,5,8,1,1,0,0,0.286
Alcala,5,9,1,1,0,0,0.323
Alcala,5,10,0,1,0,0,0.0
Alcala,5,11,0,1,0,0,0.014
Alcala,5,12,0,1,0,0,0.0
Alcala,5,13,0,1,0,0,0.041
Alcala,5,14,0,1,0,1,0.171
Alcala,5,15,0,1,0,1,0.188
Alcala,5,16,1,1,0,0,0.21
Alcala,5,17,1,1,0,0,0.36
Alcala,5,18,1,1,0,0,0.302
Alcala,5,19,1,1,0,0,0.385
Alcala,5,20,0,1,0,0,0.0
Alcala,5,21,0,1,0,0,0.0
Alcala,5,22,0,1,0,0,0.008
Alcala,6,5,0,1,0,0,0.031
Alcala,6,6,1,1,0,0,0.213
Alcala,6,7,1,1,0,0,0.278
Alcala,6,8,1,1,0,0,0.289
Alcala,6,9,1,1,0,0,0.265
Alcala,6,10,0,1,0,0,0.002
Alcala,6,11,0,1,0,0,0.049
Alcala,6,12,0,1,0,0,0.017
Alcala,6,13,0,1,0,0,0.004
Alcala,6,14,0,1,0,0,0.014
Alcala,6,15,0,1,0,0,0.014
Alcala,6,16,1,1,0,0,0.166
Alcala,6,17,1,1,0,0,0.3
Alcala,6,18,1,1,0,0,0.395
Alcala,6,19,1,1,0,0,0.308
Alcala,6,20,0,1,0,1,0.173
Alcala,6,21,0,1,0,0,0.0
Alcala,6,22,0,1,0,0,0.0
Prado,0,5,0,0,1,0,0.475
Prado,0,6,1,0,1,0,0.722
Prado,0,7,1,0,1,0,0.825
Prado,0,8,1,0,1,0,0.841
Prado,0,9,1,0,1,0,0.844
Prado,0,10,0,0,1,0,0.456
Prado,0,11,0,0,1,0,0.508
Prado,0,12,0,0,1,0,0.546
Prado,0,13,0,0,1,0,0.455
Prado,0,14,0,0,1,0,0.54
Prado,0,15,0,0,1,0,0.522
Prado,0,16,1,0,1,0,0.697
Prado,0,17,1,0,1,0,0.842
Prado,0,18,1,0,1,0,0.814
Prado,0,19,1,0,1,0,0.814
Prado,0,20,0,0,1,0,0.491
Prado,0,21,0,0,1,0,0.545
Prado,0,22,0,0,1,0,0.507
Prado,1,5,0,0,1,0,0.476
Prado,1,6,1,0,1,0,0.702
Prado,1,7,1,0,1,0,0.793
Prado,1,8,1,0,1,0,0.754
Prado,1,9,1,0,1,0,0.792
Prado,1,10,0,0,1,0,0.461
Prado,1,11,0,0,1,0,0.493
Prado,1,12,0,0,1,0,0.486
Prado,1,13,0,0,1,0,0.541
Prado,1,14,0,0,1,0,0.516
Prado,1,15,0,0,1,0,0.524
Prado,1,16,1,0,1,0,0.669
Prado,1,17,1,0,1,0,0.803
Prado,1,18,1,0,1,0,0.83
Prado,1,19,1,0,1,0,0.837
Prado,1,20,0,0,1,0,0.46
Prado,1,21,0,0,1,0,0.548
Prado,1,22,0,0,1,0,0.485
Prado,2,5,0,0,1,0,0.505
Prado,2,6,1,0,1,0,0.695
Prado,2,7,1,0,1,0,0.771
Prado,2,8,1,0,1,0,0.824
Prado,2,9,1,0,1,0,0.84
Prado,2,10,0,0,1,1,0.742
Prado,2,11,0,0,1,0,0.545
Prado,2,12,0,0,1,0,0.509
Prado,2,13,0,0,1,0,0.548
Prado,2,14,0,0,1,0,0.461
Prado,2,15,0,0,1,0,0.528
Prado,2,16,1,0,1,0,0.678
Prado,2,17,1,0,1,0,0.841
Prado,2,18,1,0,1,0,0.848
Prado,2,19,1,0,1,0,0.856
Prado,2,20,0,0,1,0,0.467
Prado,2,21,0,0,1,0,0.506
Prado,2,22,0,0,1,0,0.456
Prado,3,5,0,0,1,0,0.515
Prado,3,6,1,0,1,0,0.744
Prado,3,7,1,0,1,0,0.848
Prado,3,8,1,0,1,0,0.808
Prado,3,9,1,0,1,0,0.797
Prado,3,10,0,0,1,1,0.708
Prado,3,11,0,0,1,0,0.501
Prado,3,12,0,0,1,0,0.464
Prado,3,13,0,0,1,0,0.483
Prado,3,14,0,0,1,0,0.475
Prado,3,15,0,0,1,0,0.536
Prado,3,16,1,0,1,0,0.683
Prado,3,17,1,0,1,1,1.0
Prado,3,18,1,0,1,0,0.887
Prado,3,19,1,0,1,0,0.841
Prado,3,20,0,0,1,0,0.462
Prado,3,21,0,0,1,0,0.462
Prado,3,22,0,0,1,0,0.529
Prado,4,5,0,0,1,0,0.528
Prado,4,6,1,0,1,0,0.736
Prado,4,7,1,0,1,0,0.827
Prado,4,8,1,0,1,0,0.835
Prado,4,9,1,0,1,0,0.752
Prado,4,10,0,0,1,0,0.472
Prado,4,11,0,0,1,1,0.717
Prado,4,12,0,0,1,0,0.455
Prado,4,13,0,0,1,0,0.503
Prado,4,14,0,0,1,1,0.724
Prado,4,15,0,0,1,0,0.496
Prado,4,16,1,0,1,0,0.664
Prado,4,17,1,0,1,0,0.807
Prado,4,18,1,0,1,0,0.812
Prado,4,19,1,0,1,1,1.0
Prado,4,20,0,0,1,0,0.46
Prado,4,21,0,0,1,0,0.51
Prado,4,22,0,0,1,0,0.479
Prado,5,5,0,1,1,0,0.181
Prado,5,6,1,1,1,0,0.378
Prado,5,7,1,1,1,0,0.509
Prado,5,8,1,1,1,0,0.462
Prado,5,9,1,1,1,0,0.501
Prado,5,10,0,1,1,0,0.197
Prado,5,11,0,1,1,0,0.181
Prado,5,12,0,1,1,0,0.219
Prado,5,13,0,1,1,0,0.225
Prado,5,14,0,1,1,0,0.2
Prado,5,15,0,1,1,0,0.21
Prado,5,16,1,1,1,0,0.366
Prado,5,17,1,1,1,0,0.574
Prado,5,18,1,1,1,0,0.572
Prado,5,19,1,1,1,0,0.596
Prado,5,20,0,1,1,0,0.199
Prado,5,21,0,1,1,1,0.418
Prado,5,22,0,1,1,0,0.158
Prado,6,5,0,1,1,0,0.154
Prado,6,6,1,1,1,0,0.426
Prado,6,7,1,1,1,0,0.548
Prado,6,8,1,1,1,0,0.477
Prado,6,9,1,1,1,0,0.481
Prado,6,10,0,1,1,1,0.395
Prado,6,11,0,1,1,0,0.236
Prado,6,12,0,1,1,0,0.208
Prado,6,13,0,1,1,0,0.188
Prado,6,14,0,1,1,0,0.159
Prado,6,15,0,1,1,0,0.193
Prado,6,16,1,1,1,0,0.431
Prado,6,17,1,1,1,0,0.558
Prado,6,18,1,1,1,0,0.501
Prado,6,19,1,1,1,0,0.519
Prado,6,20,0,1,1,0,0.225
Prado,6,21,0,1,1,0,0.223
Prado,6,22,0,1,1,0,0.175
Calle 127,0,5,0,0,2,1,0.872
Calle 127,0,6,1,0,2,0,0.95
Calle 127,0,7,1,0,2,0,0.958
Calle 127,0,8,1,0,2,0,1.0
Calle 127,0,9,1,0,2,0,1.0
Calle 127,0,10,0,0,2,0,0.664
Calle 127,0,11,0,0,2,0,0.661
Calle 127,0,12,0,0,2,0,0.696
Calle 127,0,13,0,0,2,0,0.667
Calle 127,0,14,0,0,2,0,0.676
Calle 127,0,15,0,0,2,0,0.739
Calle 127,0,16,1,0,2,0,0.923
Calle 127,0,17,1,0,2,0,1.0
Calle 127,0,18,1,0,2,0,1.0
Calle 127,0,19,1,0,2,0,1.0
Calle 127,0,20,0,0,2,0,0.74
Calle 127,0,21,0,0,2,0,0.656
Calle 127,0,22,0,0,2,0,0.69
Calle 127,1,5,0,0,2,0,0.709
Calle 127,1,6,1,0,2,0,0.873
Calle 127,1,7,1,0,2,0,0.952
Calle 127,1,8,1,0,2,0,1.0
Calle 127,1,9,1,0,2,0,0.977
Calle 127,1,10,0,0,2,0,0.655
Calle 127,1,11,0,0,2,0,0.717
Calle 127,1,12,0,0,2,0,0.724
Calle 127,1,13,0,0,2,0,0.69
Calle 127,1,14,0,0,2,0,0.651
Calle 127,1,15,0,0,2,0,0.655
Calle 127,1,16,1,0,2,0,0.944
Calle 127,1,17,1,0,2,0,1.0
Calle 127,1,18,1,0,2,0,1.0
Calle 127,1,19,1,0,2,0,1.0
Calle 127,1,20,0,0,2,0,0.731
Calle 127,1,21,0,0,2,0,0.703
Calle 127,1,22,0,0,2,0,0.657
Calle 127,2,5,0,0,2,0,0.719
Calle 127,2,6,1,0,2,1,1.0
Calle 127,2,7,1,0,2,0,0.972
Calle 127,2,8,1,0,2,0,1.0
Calle 127,2,9,1,0,2,0,1.0
Calle 127,2,10,0,0,2,0,0.702
Calle 127,2,11,0,0,2,0,0.741
Calle 127,2,12,0,0,2,0,0.709
Calle 127,2,13,0,0,2,0,0.724
Calle 127,2,14,0,0,2,1,0.884
Calle 127,2,15,0,0,2,0,0.65
Calle 127,2,16,1,0,2,0,0.902
Calle 127,2,17,1,0,2,0,1.0
Calle 127,2,18,1,0,2,0,1.0
Calle 127,2,19,1,0,2,0,1.0
Calle 127,2,20,0,0,2,0,0.723
Calle 127,2,21,0,0,2,0,0.719
Calle 127,2,22,0,0,2,0,0.731
Calle 127,3,5,0,0,2,0,0.673
Calle 127,3,6,1,0,2,0,0.915
Calle 127,3,7,1,0,2,0,0.966
Calle 127,3,8,1,0,2,0,1.0
Calle 127,3,9,1,0,2,0,1.0
Calle 127,3,10,0,0,2,0,0.74
Calle 127,3,11,0,0,2,0,0.669
Calle 127,3,12,0,0,2,0,0.703
Calle 127,3,13,0,0,2,1,0.867
Calle 127,3,14,0,0,2,0,0.699
Calle 127,3,15,0,0,2,0,0.715
Calle 127,3,16,1,0,2,0,0.881
Calle 127,3,17,1,0,2,0,1.0
Calle 127,3,18,1,0,2,0,1.0
Calle 127,3,19,1,0,2,0,1.0
Calle 127,3,20,0,0,2,0,0.651
Calle 127,3,21,0,0,2,0,0.741
Calle 127,3,22,0,0,2,0,0.703
Calle 127,4,5,0,0,2,0,0.684
Calle 127,4,6,1,0,2,1,1.0
Calle 127,4,7,1,0,2,0,1.0
Calle 127,4,8,1,0,2,0,1.0
Calle 127,4,9,1,0,2,0,1.0
Calle 127,4,10,0,0,2,0,0.715
Calle 127,4,11,0,0,2,0,0.713
Calle 127,4,12,0,0,2,0,0.726
Calle 127,4,13,0,0,2,0,0.706
Calle 127,4,14,0,0,2,0,0.746
Calle 127,4,15,0,0,2,0,0.695
Calle 127,4,16,1,0,2,0,0.86
Calle 127,4,17,1,0,2,0,1.0
Calle 127,4,18,1,0,2,0,1.0
Calle 127,4,19,1,0,2,0,1.0
Calle 127,4,20,0,0,2,0,0.674
Calle 127,4,21,0,0,2,0,0.667
Calle 127,4,22,0,0,2,0,0.713
Calle 127,5,5,0,1,2,0,0.391
Calle 127,5,6,1,1,2,0,0.559
Calle 127,5,7,1,1,2,0,0.739
Calle 127,5,8,1,1,2,0,0.728
Calle 127,5,9,1,1,2,0,0.749
Calle 127,5,10,0,1,2,0,0.389
Calle 127,5,11,0,1,2,0,0.356
Calle 127,5,12,0,1,2,0,0.389
Calle 127,5,13,0,1,2,1,0.558
Calle 127,5,14,0,1,2,0,0.358
Calle 127,5,15,0,1,2,0,0.439
Calle 127,5,16,1,1,2,1,0.779
Calle 127,5,17,1,1,2,0,0.798
Calle 127,5,18,1,1,2,0,0.704
Calle 127,5,19,1,1,2,0,0.776
Calle 127,5,20,0,1,2,0,0.405
Calle 127,5,21,0,1,2,0,0.383
Calle 127,5,22,0,1,2,0,0.432
Calle 127,6,5,0,1,2,0,0.448
Calle 127,6,6,1,1,2,0,0.557
Calle 127,6,7,1,1,2,0,0.73
Calle 127,6,8,1,1,2,0,0.695
Calle 127,6,9,1,1,2,0,0.653
Calle 127,6,10,0,1,2,0,0.426
Calle 127,6,11,0,1,2,0,0.415
Calle 127,6,12,0,1,2,0,0.357
Calle 127,6,13,0,1,2,0,0.406
Calle 127,6,14,0,1,2,0,0.355
Calle 127,6,15,0,1,2,0,0.397
Calle 127,6,16,1,1,2,0,0.591
Calle 127,6,17,1,1,2,0,0.764
Calle 127,6,18,1,1,2,0,0.742
Calle 127,6,19,1,1,2,0,0.724
Calle 127,6,20,0,1,2,0,0.424
Calle 127,6,21,0,1,2,0,0.392
Calle 127,6,22,0,1,2,0,0.436
Pepe Sierra,0,5,0,0,1,0,0.472
Pepe Sierra,0,6,1,0,1,0,0.698
Pepe Sierra,0,7,1,0,1,0,0.802
Pepe Sierra,0,8,1,0,1,0,0.819
Pepe Sierra,0,9,1,0,1,0,0.784
Pepe Sierra,0,10,0,0,1,0,0.457
Pepe Sierra,0,11,0,0,1,0,0.543
Pepe Sierra,0,12,0,0,1,0,0.52
Pepe Sierra,0,13,0,0,1,0,0.481
Pepe Sierra,0,14,0,0,1,0,0.54
Pepe Sierra,0,15,0,0,1,0,0.512
Pepe Sierra,0,16,1,0,1,0,0.654
Pepe Sierra,0,17,1,0,1,0,0.827
Pepe Sierra,0,18,1,0,1,1,1.0
Pepe Sierra,0,19,1,0,1,0,0.85
Pepe Sierra,0,20,0,0,1,0,0.462
Pepe Sierra,0,21,0,0,1,0,0.502
Pepe Sierra,0,22,0,0,1,0,0.529
Pepe Sierra,1,5,0,0,1,0,0.505
Pepe Sierra,1,6,1,0,1,0,0.69
Pepe Sierra,1,7,1,0,1,0,0.75
Pepe Sierra,1,8,1,0,1,0,0.822
Pepe Sierra,1,9,1,0,1,0,0.766
Pepe Sierra,1,10,0,0,1,0,0.472
Pepe Sierra,1,11,0,0,1,0,0.549
Pepe Sierra,1,12,0,0,1,0,0.453
Pepe Sierra,1,13,0,0,1,0,0.476
Pepe Sierra,1,14,0,0,1,0,0.494
Pepe Sierra,1,15,0,0,1,0,0.505
Pepe Sierra,1,16,1,0,1,1,0.923
Pepe Sierra,1,17,1,0,1,0,0.886
Pepe Sierra,1,18,1,0,1,1,1.0
Pepe Sierra,1,19,1,0,1,0,0.861
Pepe Sierra,1,20,0,0,1,0,0.542
Pepe Sierra,1,21,0,0,1,1,0.7
Pepe Sierra,1,22,0,0,1,0,0.5
Pepe Sierra,2,5,0,0,1,0,0.471
Pepe Sierra,2,6,1,0,1,0,0.663
Pepe Sierra,2,7,1,0,1,0,0.767
Pepe Sierra,2,8,1,0,1,0,0.787
Pepe Sierra,2,9,1,0,1,0,0.786
Pepe Sierra,2,10,0,0,1,1,0.739
Pepe Sierra,2,11,0,0,1,0,0.495
Pepe Sierra,2,12,0,0,1,0,0.497
Pepe Sierra,2,13,0,0,1,0,0.471
Pepe Sierra,2,14,0,0,1,0,0.457
Pepe Sierra,2,15,0,0,1,1,0.741
Pepe Sierra,2,16,1,0,1,0,0.725
Pepe Sierra,2,17,1,0,1,1,1.0
Pepe Sierra,2,18,1,0,1,0,0.889
Pepe Sierra,2,19,1,0,1,0,0.848
Pepe Sierra,2,20,0,0,1,0,0.513
Pepe Sierra,2,21,0,0,1,0,0.478
Pepe Sierra,2,22,0,0,1,0,0.49
Pepe Sierra,3,5,0,0,1,0,0.525
Pepe Sierra,3,6,1,0,1,0,0.733
Pepe Sierra,3,7,1,0,1,0,0.847
Pepe Sierra,3,8,1,0,1,0,0.757
Pepe Sierra,3,9,1,0,1,0,0.848
Pepe Sierra,3,10,0,0,1,0,0.491
Pepe Sierra,3,11,0,0,1,0,0.466
Pepe Sierra,3,12,0,0,1,0,0.487
Pepe Sierra,3,13,0,0,1,0,0.52
Pepe Sierra,3,14,0,0,1,0,0.458
Pepe Sierra,3,15,0,0,1,0,0.526
Pepe Sierra,3,16,1,0,1,0,0.732
Pepe Sierra,3,17,1,0,1,0,0.898
Pepe Sierra,3,18,1,0,1,0,0.833
Pepe Sierra,3,19,1,0,1,0,0.826
Pepe Sierra,3,20,0,0,1,0,0.488
Pepe Sierra,3,21,0,0,1,0,0.527
Pepe Sierra,3,22,0,0,1,0,0.452
Pepe Sierra,4,5,0,0,1,0,0.537
Pepe Sierra,4,6,1,0,1,0,0.731
Pepe Sierra,4,7,1,0,1,0,0.82
Pepe Sierra,4,8,1,0,1,0,0.809
Pepe Sierra,4,9,1,0,1,0,0.755
Pepe Sierra,4,10,0,0,1,0,0.535
Pepe Sierra,4,11,0,0,1,0,0.519
Pepe Sierra,4,12,0,0,1,0,0.526
Pepe Sierra,4,13,0,0,1,0,0.454
Pepe Sierra,4,14,0,0,1,0,0.514
Pepe Sierra,4,15,0,0,1,0,0.548
Pepe Sierra,4,16,1,0,1,0,0.703
Pepe Sierra,4,17,1,0,1,0,0.811
Pepe Sierra,4,18,1,0,1,0,0.839
Pepe Sierra,4,19,1,0,1,0,0.888
Pepe Sierra,4,20,0,0,1,0,0.511
Pepe Sierra,4,21,0,0,1,0,0.466
Pepe Sierra,4,22,0,0,1,0,0.511
Pepe Sierra,5,5,0,1,1,0,0.21
Pepe Sierra,5,6,1,1,1,0,0.379
Pepe Sierra,5,7,1,1,1,0,0.457
Pepe Sierra,5,8,1,1,1,0,0.529
Pepe Sierra,5,9,1,1,1,0,0.535
Pepe Sierra,5,10,0,1,1,0,0.233
Pepe Sierra,5,11,0,1,1,0,0.21
Pepe Sierra,5,12,0,1,1,0,0.198
Pepe Sierra,5,13,0,1,1,0,0.189
Pepe Sierra,5,14,0,1,1,0,0.226
Pepe Sierra,5,15,0,1,1,0,0.244
Pepe Sierra,5,16,1,1,1,0,0.414
Pepe Sierra,5,17,1,1,1,0,0.535
Pepe Sierra,5,18,1,1,1,0,0.598
Pepe Sierra,5,19,1,1,1,0,0.507
Pepe Sierra,5,20,0,1,1,0,0.161
Pepe Sierra,5,21,0,1,1,0,0.178
Pepe Sierra,5,22,0,1,1,0,0.199
Pepe Sierra,6,5,0,1,1,0,0.188
Pepe Sierra,6,6,1,1,1,0,0.386
Pepe Sierra,6,7,1,1,1,0,0.519
Pepe Sierra,6,8,1,1,1,0,0.463
Pepe Sierra,6,9,1,1,1,0,0.477
Pepe Sierra,6,10,0,1,1,0,0.198
Pepe Sierra,6,11,0,1,1,0,0.209
Pepe Sierra,6,12,0,1,1,0,0.183
Pepe Sierra,6,13,0,1,1,0,0.248
Pepe Sierra,6,14,0,1,1,0,0.153
Pepe Sierra,6,15,0,1,1,0,0.183
Pepe Sierra,6,16,1,1,1,0,0.442
Pepe Sierra,6,17,1,1,1,0,0.562
Pepe Sierra,6,18,1,1,1,0,0.59
Pepe Sierra,6,19,1,1,1,0,0.593
Pepe Sierra,6,20,0,1,1,0,0.188
Pepe Sierra,6,21,0,1,1,0,0.19
Pepe Sierra,6,22,0,1,1,0,0.162
Calle 106,0,5,0,0,0,0,0.289
Calle 106,0,6,1,0,0,0,0.505
Calle 106,0,7,1,0,0,0,0.601
Calle 106,0,8,1,0,0,0,0.589
Calle 106,0,9,1,0,0,0,0.602
Calle 106,0,10,0,0,0,0,0.292
Calle 106,0,11,0,0,0,0,0.258
Calle 106,0,12,0,0,0,0,0.262
Calle 106,0,13,0,0,0,0,0.282
Calle 106,0,14,0,0,0,1,0.522
Calle 106,0,15,0,0,0,0,0.311
Calle 106,0,16,1,0,0,0,0.529
Calle 106,0,17,1,0,0,0,0.628
Calle 106,0,18,1,0,0,0,0.645
Calle 106,0,19,1,0,0,0,0.627
Calle 106,0,20,0,0,0,0,0.298
Calle 106,0,21,0,0,0,0,0.256
Calle 106,0,22,0,0,0,0,0.296
Calle 106,1,5,0,0,0,0,0.305
Calle 106,1,6,1,0,0,0,0.455
Calle 106,1,7,1,0,0,0,0.559
Calle 106,1,8,1,0,0,0,0.611
Calle 106,1,9,1,0,0,0,0.588
Calle 106,1,10,0,0,0,1,0.495
Calle 106,1,11,0,0,0,0,0.306
Calle 106,1,12,0,0,0,0,0.273
Calle 106,1,13,0,0,0,0,0.345
Calle 106,1,14,0,0,0,0,0.262
Calle 106,1,15,0,0,0,0,0.306
Calle 106,1,16,1,0,0,0,0.503
Calle 106,1,17,1,0,0,0,0.6
Calle 106,1,18,1,0,0,0,0.636
Calle 106,1,19,1,0,0,0,0.658
Calle 106,1,20,0,0,0,0,0.272
Calle 106,1,21,0,0,0,0,0.313
Calle 106,1,22,0,0,0,0,0.289
Calle 106,2,5,0,0,0,0,0.334
Calle 106,2,6,1,0,0,0,0.55
Calle 106,2,7,1,0,0,0,0.627
Calle 106,2,8,1,0,0,0,0.631
Calle 106,2,9,1,0,0,0,0.559
Calle 106,2,10,0,0,0,0,0.328
Calle 106,2,11,0,0,0,0,0.29
Calle 106,2,12,0,0,0,0,0.323
Calle 106,2,13,0,0,0,0,0.335
Calle 106,2,14,0,0,0,0,0.29
Calle 106,2,15,0,0,0,0,0.273
Calle 106,2,16,1,0,0,0,0.471
Calle 106,2,17,1,0,0,0,0.624
Calle 106,2,18,1,0,0,0,0.614
Calle 106,2,19,1,0,0,0,0.613
Calle 106,2,20,0,0,0,0,0.311
Calle 106,2,21,0,0,0,0,0.253
Calle 106,2,22,0,0,0,0,0.29
Calle 106,3,5,0,0,0,0,0.278
Calle 106,3,6,1,0,0,0,0.453
Calle 106,3,7,1,0,0,0,0.589
Calle 106,3,8,1,0,0,0,0.646
Calle 106,3,9,1,0,0,0,0.576
Calle 106,3,10,0,0,0,0,0.284
Calle 106,3,11,0,0,0,0,0.261
Calle 106,3,12,0,0,0,0,0.267
Calle 106,3,13,0,0,0,0,0.315
Calle 106,3,14,0,0,0,0,0.32
Calle 106,3,15,0,0,0,0,0.312
Calle 106,3,16,1,0,0,0,0.542
Calle 106,3,17,1,0,0,0,0.601
Calle 106,3,18,1,0,0,1,0.867
Calle 106,3,19,1,0,0,0,0.602
Calle 106,3,20,0,0,0,0,0.289
Calle 106,3,21,0,0,0,1,0.513
Calle 106,3,22,0,0,0,0,0.293
Calle 106,4,5,0,0,0,0,0.254
Calle 106,4,6,1,0,0,0,0.51
Calle 106,4,7,1,0,0,0,0.569
Calle 106,4,8,1,0,0,0,0.582
Calle 106,4,9,1,0,0,0,0.551
Calle 106,4,10,0,0,0,0,0.345
Calle 106,4,11,0,0,0,0,0.314
Calle 106,4,12,0,0,0,0,0.319
Calle 106,4,13,0,0,0,0,0.265
Calle 106,4,14,0,0,0,0,0.292
Calle 106,4,15,0,0,0,0,0.315
Calle 106,4,16,1,0,0,0,0.495
Calle 106,4,17,1,0,0,0,0.695
Calle 106,4,18,1,0,0,0,0.685
Calle 106,4,19,1,0,0,0,0.623
Calle 106,4,20,0,0,0,0,0.294
Calle 106,4,21,0,0,0,0,0.281
Calle 106,4,22,0,0,0,0,0.259
Calle 106,5,5,0,1,0,0,0.03
Calle 106,5,6,1,1,0,0,0.246
Calle 106,5,7,1,1,0,0,0.337
Calle 106,5,8,1,1,0,0,0.344
Calle 106,5,9,1,1,0,0,0.334
Calle 106,5,10,0,1,0,0,0.027
Calle 106,5,11,0,1,0,0,0.0
Calle 106,5,12,0,1,0,0,0.0
Calle 106,5,13,0,1,0,0,0.0
Calle 106,5,14,0,1,0,0,0.038
Calle 106,5,15,0,1,0,0,0.0
Calle 106,5,16,1,1,0,0,0.191
Calle 106,5,17,1,1,0,0,0.321
Calle 106,5,18,1,1,0,0,0.343
Calle 106,5,19,1,1,0,0,0.39
Calle 106,5,20,0,1,0,0,0.025
Calle 106,5,21,0,1,0,0,0.016
Calle 106,5,22,0,1,0,0,0.026
Calle 106,6,5,0,1,0,0,0.024
Calle 106,6,6,1,1,0,0,0.218
Calle 106,6,7,1,1,0,0,0.28
Calle 106,6,8,1,1,0,0,0.337
